Name,P,I,H,D,T,O,S
gAAAAABeSk1IOVlH9mN-mqT5DBT-7HsDc4XXbzLb7BblaDVJOEszXcyL7jx_Urp0PF3Y7HrybYs6Z88cCLyj0YiRJGQ6LDi4mw==,0,1,0,0,0,0,0
gAAAAABeSk1IzsX1-YcmAoqibTnCcx_w8e33sSmeBLJWzkZu_E5Pi028w7I1X0crgZQC29dEIy5bDr0ODKdPUu1P9zKWFJAJJQ==,0,1,0,0,0,0,0
gAAAAABeSk1IBYQc06x0w3K8A1-AXLYBexRrkjC6C_Ia4818Wsvg1E1bz8Paf3GlJi_JQN45K9uIh2d3j-xtvUcd2ZVI-xoBAQ==,0,1,0,0,0,0,0
gAAAAABeSk1Id2qKbpptSx8sNYLlawutnZ7l5wvL1Zl5vdu0XV9Dy_RrWr1axFKluOJKfWK8upaAKc4i_Q31UV9hGpQJq6cZZg==,0,1,0,0,0,0,0
gAAAAABeSk1IbrW26QFd9LfUUF4PgJ5zBeVIg1MkEh8ayQrpJBbZkwRGgRvHerXnGkmjQeKThpT58UVmdgjb9EJeiPcY6Yo0eg==,1,0,0,0,0,0,0
gAAAAABeSk1IHtQg6jxm53N_wlU7xuFJFS0TcoYArtG6aUIsX_LsOPk84PD6gUuHKG2RNE0x8laetk8EgU3y8RRTxKhYGke08g==,0,1,0,0,0,0,0
gAAAAABeSk1I3GYk9ksZUJ7ZzyFLXuSBrsmq8cPSIbrfk52_v7zT9E3APL4t3vK4eo_hfCFlMtyeEpH9ZF1b8mLrGFpDGDWw5A==,1,0,0,0,0,0,0
gAAAAABeSk1IiKyOCjHK1c7mC4tj2nHFda-IUqym6xpOJ8zUJ27as3ERYiuetZtIGJeYo0ZwemlWup74bes9HeDA808MrQvebw==,1,0,0,0,0,0,0
gAAAAABeSk1IK-i_YlFQThnVbCMP221z2mb-caKR2ZQSBttMG3fHLiDunIf2aooE_2S9WI-n9D2L7VKcFL6pocwUTAsfvuN9Vg==,0,1,0,0,0,0,0
gAAAAABeSk1IoZ7SbzaHXWX1l9n67cKWsln7rKzyH_JrsYoG04Hq6Osc-ATL5WDMN3Hd8LrEJeAFa6_rAVPwfPBzFydiw2IhLQ==,0,1,0,0,0,0,0
gAAAAABeSk1IT8w5eA1n-Jblp_ZdsREpiCMlmzM5qyEa5xN3Bip3_KDZkcc2itKf8hMZbV51-wnG1SAJ9HXSQdUTV1ugFcv5mg==,0,1,0,0,0,0,0
gAAAAABeSk1IttFm1KdZBKguGoqUXZ_d5R8eoIUMRmYZAcAvyu1LQYcPhr7GZ5dlhH_lJak-9guy3Ylz1UpeaubUAhzvht0SYA==,0,0,0,0,0,1,0
gAAAAABeSk1I3PwEt2TQfz8a-O2bRvAtmEe3m097c2ovG9FgyVagczP_wi2xaXhoZM-zK6LBjxd_hRYGuD7-iRxGoV30kHxIfQ==,0,1,0,0,0,0,0
gAAAAABeSk1IQfRVHsvjNg0iHyQGTXRKiFbFKiUhXplR4VYAFII5bdWajh5tpuye9LmhquiGEoSGzwQ_ppubvUg6Ps6UyZ4pKw==,0,1,0,0,0,0,0
gAAAAABeSk1IFR0OUi5uAi2GhdhlceeXZo1JNciKhJmLwSVT4tJWhN0l8Wc8qwwqm6x7AynQ5ORqIjagvXfskU9HOoXcZ0AV0A==,0,1,0,0,0,0,0
gAAAAABeSk1ICfZezOpfb-tuVNx9oyK3PGWHUfWK0cCX8ANB-iRrsqtJqgmMZoC6J76ceg79NvYy0Xg4ipcVc3fROqKkK1A2Fg==,0,1,0,0,0,0,0
gAAAAABeSk1IdrGfq1PUeGlui57i5Nh-cPrw1ibxTRci0RQddiRFthzi-3Gvfms9BIZFcqojsBZ4HEVrmhp514nPclbiDuKS1w==,1,0,0,0,0,0,0
gAAAAABeSk1IXdOUr9uKy5SZFkrt3Wndu1X8vwM1a45fg1vx1WiFKBylHix8a7J65ZlIqQYDvztYuWCYlkWT-28_rmAWGFyG5w==,1,0,0,0,0,0,0
gAAAAABeSk1Ibft2sHQXB7qzeq-_SDM4h849UF-uHD6b11CKiO1_ltgNo9QKg33HfGSO7MocJpdTsvH9O0xvTzkE5L38QvJyZQ==,0,1,0,0,0,0,0
gAAAAABeSk1I3RKZAWVgqpfBbFxMFQMbxw06M1N5F0cuIFCjfq5tnI6hvO09IsAoAzHl6rn_uUH402OEzTxvVaGvoZ_V1B88Rg==,0,1,0,0,0,0,0
gAAAAABeSk1I8heqwyKbixm2l6LHLV8i-Bz6nM_pw19UuUYpk5rkXLlVg8jlEeEz_QinNYt9chTtH84oheHjzsCTCj0rMIRqcw==,0,1,0,0,0,0,0
gAAAAABeSk1IdlNBYhKu3sVOIc8inhwZUFjKirUcJTUZanRM1fI-1mjV41RK4sSR5qWtrE0uqxBoR_qVEkYpr-iAKn1vxU6jPQ==,0,1,0,0,0,0,0
gAAAAABeSk1IrTQqPmwiI8DSjw-lN6qfCC-a31b52MCfjEGCJDBMFxvVLDFH3MSSAYEbXTSMUGnN0IeMDwzsdHLKgqULLkzjuQ==,1,0,0,0,0,0,0
gAAAAABeSk1IH3z2CyjP06Ru1YAR6FLHYEqu7aF9P_uJCpsPlWo7mBGyKXAJOCoappz3ADCOZdqTfyYMdGou2m2mllHPXzxZBg==,0,1,0,0,0,0,0
gAAAAABeSk1INJDpgBu2CJXkLQ2FVaUubIs05Hwj7LUa3U3qWAyUNafYmHm-nNUuR4m0HQ43DeSB4K218YQ_C9XMokMunZ0w9g==,0,1,0,0,0,0,0
gAAAAABeSk1IhkNG8Hz86D8i93Rgrm3YcV4JB6KrQynzBRwo7aykaUsEyVn8CnJHL7eptjeMkUdnSMEAjWPcgSCHNEhoMROahg==,0,1,0,1,0,0,0
gAAAAABeSk1IExo_v6WDODeMKdlImaWoj0p50vv9PGn85TT-xyEZeOOayWc1ZUa_tfJ4sMrtE-oU_Wnkn4JQWLw-4GxSUFP-Mw==,1,0,0,0,0,0,0
gAAAAABeSk1IN9vv4f9t_F3MzhAlqedXF64_ZJCdfwzwMO-hmj07GZ4Laop4KTkVg2agghDAVv_0w0CDkLiR9q7x1HbT3x2jQQ==,1,0,0,0,0,0,0
gAAAAABeSk1Ir2v5zG2WvAmAOKm4if6eR6skikUhnWmcKZoSP7oetx7Bn-esrcVhcaNRpRQFB8O7LN3iH_RwqWWALWGUcEUu3g==,1,0,0,0,0,0,0
gAAAAABeSk1IYHBsskRuWk446juEIAurzcWOD_LKMd6wkglNjRRf7aoSOv8EWfou9y1NcelDw_8yVD7DZxz7S0gHxfOLnYeqog==,1,0,0,0,0,0,0
gAAAAABeSk1IOdXD1DrJUuK-RDvAxwWGvjnPAKRZrY76AZGCr0z-uNzr44RKpdK1eEwvji46ia5Fwo-lBba-b7-WU4_9L02ULg==,1,0,0,0,0,0,0
gAAAAABeSk1I5NMZpjot3s7ijEvrEDxJdSRIPZIC1J0siZlhV0nl2VrQ4iYd_7xtPfSjXZ72b6gFKkeiqCqZtBA_Dube4yBKSQ==,1,0,0,0,0,0,0
gAAAAABeSk1I-7WdAYD_6-IAmMRvB_-8lz8tASSAefv1D57PZWZzTWdVPMtZGI39h9QsOugHtXz-wqWuZgFIVPzQtyPS6MSvyQ==,0,1,0,1,0,1,1
gAAAAABeSk1JHfMAOeHtpat_zJ9Qfkxi5fe8zhbkNlwc7Y9QaIEyS4sHUcqlIKWw8huoUq51nNE9jkSmJQNiiLhx86iFYIeVHg==,0,1,0,0,0,0,0
gAAAAABeSk1JFNcAHyGicOWVCUGsgK3OIEjoRc-Ldwqel5eC_JDw7KMtjTk1xtRBsGd_TYBJdMwhqGkZcN6ClECakmykzsVxLw==,0,1,0,0,0,0,0
gAAAAABeSk1JJOBf6q7hIcsUI76yWzEDDyFc2LY4_G9m3yDOI0ycbkFk1vy0cj57UfMIDnQ5ghv-uT_mfpm60HctDqHR0x3ugA==,0,1,0,0,0,0,0
gAAAAABeSk1Jp-NVqsIj-nTKEQmjCY8bZvy5q-wXHQnjHwK-MDyjc6_O5sOlBnyN5BKJKjYDqW77d5dplZv6nQFMYWgg6wY_zA==,0,0,0,0,0,1,0
gAAAAABeSk1JJa3NA4f6hZxCtOgg9fgKJBQmX0goRTCz6D2W_ITbUW2vf7qAiA98BkcVgqEmI9R_R2Cj4iNsgC0sJ2Mh948rEQ==,0,1,0,0,0,0,0
gAAAAABeSk1JouTA9MVP5sdf03D2_DRcnXV0EOlyI91VpFNjRAFK3c7vyg7BFc94PL-NS0OHagM73a2GWsYV0CCWRIjbYbbdJg==,1,0,0,0,0,0,0
gAAAAABeSk1JWN2xvvuIe4AJ5Sx_x8OiehrDF_ppiGxHnDVhsIt4On0H0JeH8y56KzfzPWH56LO0CYBLAEZIemSUKSm0Vn-F7Q==,0,1,0,0,0,0,0
gAAAAABeSk1JjNOwwKfpMIopIeVeQK5Sp_4QLzPNk68pv5Os8TTcmCbDmJ42Y-29NwMO86ymAejqfphhKW4MKKxspuyqPtsRtA==,1,0,0,0,0,0,0
gAAAAABeSk1J84LKrjGdouT868LZr7NAgBMMdlsdc7hOAE69NSZ41K2yAudWeh2zf1rpvZ7svFOAfTh7PWTlWi-mA25PI0jt6w==,1,0,0,0,0,0,0
gAAAAABeSk1JDVJSMOByh1FKFuqdzEjg4EBAQspkCc0AZOoXhcHYkY-3LnQiJEB_xkWT_HzuRe1KfM1tyoFsLiQO9rK2vNEy2w==,0,1,0,1,0,1,0
gAAAAABeSk1JmSRso62WFKelPyhOH_jv9MLqNBNIxvxhunLH5Fn9iVpkVaRIG64I32qYER9w5cTAjpm5TgD41g6VZ0NJ3R4r2w==,0,0,0,1,0,0,0
gAAAAABeSk1JDIEnr4TVQsG7VkHerOX_LXF0v7dJoDDX9c4HnFZ288b2hsb1kIv6tAvyCQTXhdinC99AUpg1E6kauPNyjHUYgQ==,1,0,0,0,0,0,0
gAAAAABeSk1JNLRdKkUBO38frQV3EP4f5naShat90UmIwJq5CrfdKnADjIXR6eSwKi3t3Dh3J4y6JMTqlhm8rn47h04e8Z5ckg==,0,0,0,0,1,0,0
gAAAAABeSk1J93wjyeAeTVDMEjmmxWoyfCC6C080wwX078RVIDVWRilSQRmKArlDX2x-6IUsyWZyjfUdbNYs_zS_O7SVuvVbYg==,1,0,0,0,0,0,0
gAAAAABeSk1J886tiL05L4Eb04_uCHKwl1w7dDOrAxfZNFvJxgUMgTEwgPjieCB0MCF1we4ZMjmg-nLUjkM-Z0DRC9VgJu5YVQ==,1,0,0,0,0,0,0
gAAAAABeSk1J4SnmMhjQ4BRQNu1UIgGuHXjoLiKico8xU_MsOcLsjv_IdyWx7V5MXGqKKyT4jkIeQvqN6kTJb_Y6KNmSee6W0w==,1,0,0,0,0,0,0
gAAAAABeSk1JmK-124tzlTVwB9zqahupqusza1-e0HcJ6G-uX9h4wIMH1QthSLoXx48soDqO1LokgG3Us2Tcr3jXIO2wG9Bvzg==,1,0,0,0,0,0,0
gAAAAABeSk1JTm3bzAZzW9zVvQciYfOX2uCejSRSNEl0gpzq6OgSwelxAisai-oVQhhriPF0ItBxno4AEOc7pcUDO5IEruloBw==,1,0,0,0,0,0,0
gAAAAABeSk1Jpu8g-v4okmDubF0fFDiqLpRZcC2QPRHt5Q9F3eEkmeaTXNtlBN8ER3jKzhfGmGDGTIn5ocWXLcdlWsW0HI1BdA==,0,1,0,0,0,0,0
gAAAAABeSk1Jglt0cDjre_wa07A-_QSNqhrZaeYsMz8dGnaYY1iF_GiBfxn0NAMUmmLsaM94noYDLX3UM9GIMu-DT43_bIkiGA==,0,1,0,0,0,0,0
gAAAAABeSk1JeMLJRsdxLPq9I6lKGw5nzASiukr5AIWJh2LncjO2Oyl7CxW09NI9XX8ccj1AfZoe3tjxKImwVRRbje1arEy2nw==,0,1,0,0,0,0,0
gAAAAABeSk1JhImscAKqZlbFHQ8OFTPGoIveB-A03sNQcTt-vcTf02TzeIZIS5YLipy1rnrNWX4HdDi1FrxnQHo62_Xutda47g==,1,0,0,0,0,0,0
gAAAAABeSk1JfXcMsvegV6aiBclfTPjR7PmN0rfHn6WgNe2YJdFAtYOvz_lUBd7rcj60U-RCianQvMa-iw5ZbCMIEuCyS-_Cdg==,0,1,0,0,0,0,0
gAAAAABeSk1JyNSww_e7qs7bBYSceWvG6nEtIPndbao5Upa0iUYw-IIhi3hrKdFM1MGU8jdivqXkG1LaUkbpMn8TKE1QnEcXgQ==,0,1,0,0,0,0,0
gAAAAABeSk1JfYnSDnZP_ch92o8umook9vlKpLvoP2y-F70AF60BUKGZGqi9ITc7T4dEskrcpNpLjblzOGrr_3lT8sTexUSQBw==,0,1,0,0,0,0,0
gAAAAABeSk1JC_TC6-OTkDAYGyULkh2JKqjM5gP5U5-lftsqzwZHNhmVppi3y0OtfGWIubM2R02cjC4GRt5uS6FucM817vHBSg==,0,1,0,0,0,0,0
gAAAAABeSk1JajdHf8qMwhxvkKIb4Yt1rzYR-iPQpL-EU_cFpwTUpDco-AzzdjVyx1aNZJ-h8oJMcI1HxTjSi7dM18TxyMWstw==,0,1,0,0,0,0,0
gAAAAABeSk1JjXzMAhIFiDC9h_59tQEd43rcKUj35Ou1AYE-RdSMBGriQS6-rozQxNER6TaHpChdXpOGXnzL4wZWTB-V3fLF7A==,0,0,0,0,0,0,1
gAAAAABeSk1JXg8x2iqvSDKKXOlGPOtLXb4xtCZPv0PuSyEZgj2wU_DO3iN8y9YELG9LFMh1URATatyF6ufDRsJS_7wM8ihXlg==,0,1,0,0,0,0,0
gAAAAABeSk1JrOj_vIs95rQ1vVhKeomEj8eFiVJbKLGaU8iejJPR-lgXCzuszDaS5koIPpRTTanvuAC0UBBU0_0kVDK9G1zEtA==,1,0,0,0,0,0,0
gAAAAABeSk1Jc3VU95zD_bA7-ikM-tTD_T-6CdGfZE8ky_vjFXO6VUedQftvf_C6AdMEmWMbiZ0iXuXJDfIWC-8xEazMGHJrMA==,0,0,0,0,0,0,1
gAAAAABeSk1JYBCz3JpqLbd2KZIyJdZBRJ1Eu9svttc57_6so2AMvgEODVlLqg46FJNOyU7ravI3EYDft2WpYAMPG0jzegpJaQ==,1,0,0,0,0,0,0
gAAAAABeSk1JV61nIrkVyhqQH3W5lvKonU1b4O7BEdNEG6KOGgkCK6D3lKeM7zPVdwplg7BYQ8e960TAY0CTXRIoxbw_X1Zd3g==,0,1,0,0,0,0,0
gAAAAABeSk1JsfP6PBSmrqZqgUvAw_rgkyiynXZpBf6E1ITCYFUQJkt1xJITSUONuiCuc6yBB7YuFNiOhhu-Nj3UHCannWIhpA==,1,0,0,0,0,0,0
gAAAAABeSk1J_qtVIZcUVzb6YeMCpeTI0SHMORG9F8vbAinwPOOk_aulK0OBi9Do6WYH52VNdHyLheDDDUveoxwtuzPYA0qzrQ==,0,1,0,0,0,0,0
gAAAAABeSk1JXGUYIWR4wC9EiAPRe18FX9Y5r9KDXgdCrsicJ1UbLDDNVpOkCfdqVm__Oh8Ya7sSEGcOSX7YIiRBvBOUrZnxdw==,1,0,0,0,0,0,0
gAAAAABeSk1JyKS8TJQRU1exnHcwuc6NL6YHFctxafavAf0RZ4jLBJfdIhq2Gfha-qSZMujqplxNm07ruen_QvdhV_0rvSlb0w==,0,1,0,0,0,0,0
gAAAAABeSk1Jk81WePPEh_tFkxjL5Sk-qjLsYghtEu7sP69HOdUqQyiXoej6MUK2xB0wALWVfmYvZ-3R6hjSc7O60Vkd6K5sCQ==,0,1,0,0,0,0,0
gAAAAABeSk1J_pLkP3v5gtx5MAHezR9aDlN8jY5QMjQKl8HEZUR32sgdvneoW-LfvXLN4VBt2X8JI9hpsKMMYcm2xkODw87D1Q==,1,0,0,0,0,0,0
gAAAAABeSk1JJ8QFqc-rVaIVIRBsQqJr3BtD-kGKqyI70_wOQ7KmoofHPOh7HU3eYdkxtqkWV8xQfmV8qPFwgh05GMrmMC64GA==,0,1,0,0,0,0,0
gAAAAABeSk1JdyNtEwNvu-73M5HWsSYG51zpTO_meKu7q7Cv2aSoi9JI54suNVneJzAa8Z9WrMxmshd-uJmGRkqHfegxJOI00A==,0,0,0,1,0,1,0
gAAAAABeSk1JROaFGa6sffAK1OZ5fpDnOLSwRa5__KynFcpisu0ogiuJZr0F4u5RVhQPbbD-w1uKpnfUzLU04Hy-O4Gsm7Rz-g==,0,0,0,0,0,0,1
gAAAAABeSk1JdRdZD-a3ZPXzZ-F7-y8dzMmAy8-RjvToJZay4yYKje-BetThqBtqJTLDWpTR8VDYuvCX2FQoQZOxLV9emX5mhA==,0,1,0,0,0,0,0
gAAAAABeSk1JduZiyDZkkAPTHB7tIp1iSHde6ns-XG_iqfGFYgJOxI8mhCflEQQMzfEklVA20DieajV3VvSZrNNbcyv3GA6xGw==,0,1,0,0,0,0,0
gAAAAABeSk1JA_KRX4NlD81-ybfeY0uqXglrgLIhF-6YXfT_qv_lhQrfgk48CnZBDQ2ZwTQyl-B2W0H1zXonrW1C_jF5kzdceg==,0,1,0,0,0,0,0
gAAAAABeSk1JoMkBF0pxYvxGEF6GoqeIgpkk55xIYy3mMUykAbPOxyuCySjXs6BfXT_zSCL-8Dj0X5BAPWBgeV7g1XjAGvKTYw==,0,1,0,0,0,0,0
gAAAAABeSk1JkKPc8eC1mwD7f8pU-sGRCePoSU3ClSR3SNfNsbKOISAHXy6llygJyMUeyXQC4aVWY_Odsc27eAlJ5yqQ2mJSRA==,0,1,0,0,0,0,0
gAAAAABeSk1J1Mo-2riUY_dPUcV7Ov5aE_EDJs9-LorGS6yX_NC1Zh-I3kLooOseCO7xiDK3plyJDf1i5Jau3qg9Kn2XlXENcw==,0,0,0,0,1,0,0
gAAAAABeSk1JBPYcp4_kUAWqFFNSzJmxC7AaEEjdAcawRat6p4cNPkIbGEbEmNCIHXNOV9qPwtMrX3mfWVf1IDN-Ge-E_Wq0CA==,0,0,0,0,0,1,0
gAAAAABeSk1J3Q5-ve53PAkHPGbfJA6aagkWn6hhw_Jf2NB-R8NbSFEQNVTbyYpE5l9l-vdHtFXnXKck2cw4yPUW0rZydXjwKQ==,1,0,0,0,0,0,0
gAAAAABeSk1JPcqwzBoXMP5j0-Ps0a00MDaYy11cL5TH5tUJJpm21bMLT8vrSnZYtYwohp3QB9QkEwXOulyxv6vQoBBI4l-Cvw==,0,1,0,0,0,0,0
gAAAAABeSk1JvX36HjwJZrq1In3HnFyTe-ABxU97I5msBu5tiopdkYDlVFcj6_K9tEVNghYmRcZM-cmZyrlM7tefbYa-_nHwYA==,0,1,0,0,0,0,0
gAAAAABeSk1JAtwURw5dfYzaIrY72dYCu89ihRUrKMlZfj3sWMOg8ILO45QhEdicKIZ1qIvd9_Puh55WCjhQRUcRUR6q0V2-mQ==,0,1,0,0,0,0,0
gAAAAABeSk1JZJhfC9GVH8mQx_zSFAU83yj1KqbAT3YejmDY5qyMEUgjE2iEKH-nIPComzTeCYfjKz5pWm511m9CxgqrIkCETQ==,0,1,0,0,0,0,0
gAAAAABeSk1JgAm2v2i0GJY0tH_hhe09fcP6QXR2Royts5mRIHcD7TXhc3N1a4ktt0Hg4H8t7snxbH7aasYLdagyqPczwRuvqA==,0,0,0,1,0,0,0
gAAAAABeSk1Jns2yNUE3iq0UIy-Ejxr-djPAgJP-0MehX16VF6CkB_UUHy5Wjw25UHvcpFk6c0Xdc7hqiZaS6vfo-DilYScxAg==,1,0,0,0,0,0,0
gAAAAABeSk1JnYzKy_CyERhuhAX46XuCquDLecpcUy1xnTs763J1i8OeshrKdRI6o8uxP8ctbFKC41p8NKS_XB5DWgEHTiACzw==,0,1,0,0,0,0,0
gAAAAABeSk1JEwvPB4RIXYn67qU7Dxq0sfXwpK8KcrSa0Pwv2merOhCYPutAetnc6-LI0AVEGCEFabsXtyh9o0wCfAKWhHuKeg==,0,1,0,0,0,0,0
gAAAAABeSk1JsM7Fn68nEPSLCRHjMrczR5Ql34snpw3b8G_l8yMu5mI7mD2xaC-P29pJtUgtvYXRSGrsy1gt_n-HgiaPVRySOQ==,1,0,0,0,0,0,0
gAAAAABeSk1JEODKYiJqn2LKyz_hcYekfB_6fBKnZ3XH_v6KZaecP3JbEhBOY9maACeI5_AasBFp2h17cQ6CUiFbwZ510Bxsmg==,1,0,0,0,0,1,0
gAAAAABeSk1JB9iGH_JZ6HYDxwSgtbjuFZo6zJDVM2_x4hjuJ23QFZ1VVuFNInHqKIGDcs1FK55kRGJXCBJp-e3bWcn4NhVEHQ==,0,0,0,0,0,0,1
gAAAAABeSk1JtvgUwxaq4bZuB0A0lY0iQUn05TtBK2beKYJIl9pgBTPg2zSWwSK7k1uIlL0hiVSIBoiRq6fbzPZ8ffzuofPUgQ==,1,0,0,0,0,0,0
gAAAAABeSk1JBTTcMxnOS7o1XiL1ZCboHKRtJg0vCVo6qKN00vPSSrqrKt4b9jymY34otCzROZNj_Rvq6ir5TVqh8pmwQVCtAA==,0,1,0,0,0,1,0
gAAAAABeSk1JgveWiPnWbIgn3RjFhnPck9TlYF3uXz1Zmcn8qE2MrSsYCQN5u4tEUKafNQsgGEwENYJfRspMkLHIpAr4DYU0bg==,0,1,0,0,0,0,0
gAAAAABeSk1JeYd-WzS75FJpWfua_RbaCqLm1V6ECktMx8Y1p10Y0nUSmHQlB6SKhp2ueukImDE-XQtQoAOAMZQrEfSm4nywfg==,1,0,0,0,0,0,0
gAAAAABeSk1JpFR_GH5g_oX9Km9nmLZR0DDElX8c6jc2SrgvRhIb57chldUDfZLMKquNnc6mmqwQDu1ApwMHbgXGeNMPioFsug==,1,0,0,0,0,0,0
gAAAAABeSk1JWxl6ym-CJXXN5wl2aQgz7BlSHshwJ6gGGwinNG7s2vGycshjyZv9Sm9hm0Tme57LOrwOZ22NGnSbYLaUrZIRDA==,1,0,0,0,0,0,0
gAAAAABeSk1JIyOYgJWXSJjcQ_CSfAINLRDqVHUx3V8ZGuY2GEz5k0gBApFxBdndUfwC2-ieimICtekXetI6alFk_iEVIgjQ-Q==,1,0,0,0,0,0,0
gAAAAABeSk1JU62X86hhcm4tpK9FkYVh6OAryNDef_cmm85iQnzJnXriJYo5afD82VJvH_A-1MAIkPnAS1BqxDDZHGN7inEiuQ==,0,1,0,0,0,0,0
gAAAAABeSk1JWMAiHl3XuFTKugGk-4AAlAoYoFikRUj2TKQEiwDEDObHysAREOn1bhjsz0U7Krpw505ZEyGEQ-D1uiAbbYzxDQ==,1,0,0,0,0,0,0
gAAAAABeSk1JDTq3pbuSetxbU0twW0mJLNzjmXjmQTPZPNhqc6UpJimOxHFSHvvYgEpWfVUbzpJrhPRlqXUZ9Xc1OJ23hxbufg==,1,0,0,0,0,0,0
gAAAAABeSk1JcIoHP4Fs30ofc1Xt8ffln6ZNhez3xP-tK-hCS2CbcEJp_5yZrulI6idxhdeLlSYhou0zr2vyL_CBi-rClkcAAQ==,0,0,0,0,0,0,1
gAAAAABeSk1JAPBc_gRPbALuGA6y5AdOnUv3avin10bJ6qW0OF2tqRXQA6Vl64v7WfFD1g068J8tNjwj2QWs0jefj3pDpHnm6Q==,1,0,0,0,0,0,0
gAAAAABeSk1JAHVL67QXupUrKbt-fWMHKrYrt8t9MHCrfXxAivdPAnGXn9Z4eoxxJ7khvKDDl1BMIlUEe6BL_zTov4zSu1jPEg==,1,0,0,0,0,0,0
gAAAAABeSk1Jjuk1rFyrPFItO0_pyxqoJOxq2bcRW0YXQs85SzImuP1jSV9orpel8J4jDHwzfiZvkj_-7MqygUOyLNw5HO_25g==,1,0,0,0,0,0,0
gAAAAABeSk1JnjU6eCgalAPmGZ7tAC_t3xcTDi12792KWnZJoIDcy5Gs9DfIPigFBkGvQb_sETUKM_c6chaZrEcoPR9TiXts-g==,1,0,0,0,0,0,0
gAAAAABeSk1JXsPGO2euJgMVUZ07X9AQ8Fpw3qcQ9ediqDHaMtdOWEK9XcTmcwBzhT6tX8yDhTH3qsWc4zwVtJvtWMElY4Dl8Q==,0,1,0,0,0,0,0
gAAAAABeSk1JRuSCCau2QUDO6eF3RWu3z2x357-mwAAGc4M-3_NVocpokdhKfEKBj42XcBVvPIZOEnGTSNN7h6dHTno89qa5qQ==,0,0,0,1,0,0,0
gAAAAABeSk1JCOKywy3JxT_7b1WXpyypbA9IkiD7bf5M4FPcVUt1kZo-5rSzi6NbCSorvjWswzMe47zSlPy-Gfx4DC0DFdiW9g==,1,0,0,0,0,0,0
gAAAAABeSk1Jv1IOrNVpH88iQVpwBLyr3uHAb1ZvB__urAYUKQRM14GukuTdCXR8TJX2T9B8c7vDM7u4pm4SDisjeI-cO6jNNg==,0,1,0,0,0,0,0
gAAAAABeSk1JloBKQb-_6z12_uzyJz4B3WBHV2AuDRuC9I0Pb894r4YuNf23fJVfdXylYndBHsqc3T_jbFr_EjTUMtDP16ralQ==,0,0,0,1,0,0,0
gAAAAABeSk1Jd0a-_1RrYmj9a1AdYJXqhVsJ57btnegufwnkXkFiP8r3mrpddfV5b6uIvQ4NMcfk03K8toDHsmpaDcjpkubeRw==,0,0,0,1,0,0,0
gAAAAABeSk1JMz62ryVuVlOvCjklZbwFdM9F2kPm6G6Fn1tgwrr1oH_2TAsbtWn2JDUuoAYw63PFhrjI7DuOiGrGrflbWecukA==,1,0,0,0,0,0,0
gAAAAABeSk1JsIpcfL-IykzfOaguqzYYVm1Rv8CR5Ofw-YXEJJbsVJCGEXmZf68nF5onHjv2-Garzt3_E8Sdi20WgGE-x551SQ==,0,1,0,0,0,0,0
gAAAAABeSk1J23voJhyOvtAGmCpoujDpn6DrVA3JFAsXkQpKnr-fqsj5hVU2ijDU7ycAsmnJwaMLyNosI8LTFdVBg87CsrYauw==,0,0,0,0,0,0,1
gAAAAABeSk1JesPZHMuil-fS0iktLYuanWmFQP6afmvZMvgt-CCZqadWAQUbq-3TU8deoujbZkadzuPsrw4c3sCUMPv4D6AUgA==,1,0,0,0,0,0,0
gAAAAABeSk1JSOq_6qQNJAdfA_ye-zOo6MjZl1lvf66iLLjcNJNDyX5P-yr3NZ1GdspCIb3-YrLVSQLZXaUWWdNdCJuup5teXA==,1,0,0,0,0,0,0
gAAAAABeSk1JUwTZgKFHrdZ2YUaFxCet45I1vE5vjguV87R2B0csgLDIsiykrSuw9V4NQW_hpz1-sl0jR_ISJMaJaQD3XjZzMg==,1,0,0,0,0,0,0
gAAAAABeSk1J-4mfDakeNWTa5n8_Cu17xVIdTMPOA9I_ZlGr46d91oq44amF78JJqwr7f641XKzOOv5FKg3kiJb4HS-lVJPNDw==,0,1,0,0,0,0,0
gAAAAABeSk1JcXL0InD30iKHvSXvojGMbvR0RMqh1Kp60evxK3CkJGgYWgs_Nj4UdrTuxT8YYuE6V1j8hrIcwHxdwYevH9UuuQ==,1,0,0,0,0,0,0
gAAAAABeSk1JXoMQeysijIAiA-lUk_F4Yhn0_-BZAgXOu-cP8fUY3gWtKjUsKQY-apZ7HBv1LpBS7uNwVIFsg4T6Wvp4yQ7ikw==,0,1,0,0,0,0,0
gAAAAABeSk1JLboCnpB_B9ZinwdrzN-6eQhs0c69P8upDz2p4nzV50EfXFs8CTEU-Qjca58UhVgzTBv7_iolFwKNts5bMYS6Gg==,0,1,0,0,0,0,0
gAAAAABeSk1Jhmy7f9P19rlllHDVFakpn2kxl7WOotzBH4UB4KECAw3XnnDSaX402S8paXtXAgJAov3KlpuECuIBmHUzUNZIjw==,0,1,0,0,0,0,0
gAAAAABeSk1JJa7MpUklFCILUrhoozdJnf5823XXVzgWMGBs9ZiSGrXoVKllCY56-GNjy76CA7WKwGV4xXPe9VS2C8m5c7JIeA==,1,0,0,0,0,0,0
gAAAAABeSk1JSZdJxDg8LCNjs3YwjshWIsOlUVBblEVHuMseVi_kt63ZmbQu7F0YGL5ooKb5UAta73D4S_VqLuLMjqHqcDyHJQ==,1,0,0,0,0,0,0
